ind,ponto,ponto,especie,ctMm,cpMm,massaG
364,15,ponto15,Knodus moenkhausii,50.8,40.8,1.0718
365,15,ponto15,Knodus moenkhausii,32.6,26.5,0.2784
366,15,ponto15,Knodus moenkhausii,45.6,35.6,0.6245
367,15,ponto15,Knodus moenkhausii,35.8,28.6,0.4186
368,15,ponto15,Knodus moenkhausii,29,23.6,0.1992
369,15,ponto15,Knodus moenkhausii,25.8,21.1,0.1226
370,15,ponto15,Knodus moenkhausii,32.2,26.3,0.2733
371,15,ponto15,Knodus moenkhausii,44.6,35.3,0.7804
372,15,ponto15,Knodus moenkhausii,51.5,41.6,0.9937
373,15,ponto15,Knodus moenkhausii,37.3,29.6,0.4545
374,15,ponto15,Knodus moenkhausii,29.8,24.7,0.2307
375,15,ponto15,Knodus moenkhausii,29.1,24.2,0.177
376,15,ponto15,Knodus moenkhausii,25.2,21.1,0.1429
377,15,ponto15,Knodus moenkhausii,37.6,30.9,0.4928
378,15,ponto15,Knodus moenkhausii,39.7,32.6,0.4822
379,15,ponto15,Knodus moenkhausii,32.2,26.7,0.2888
380,15,ponto15,Knodus moenkhausii,29.8,24.4,0.2031
381,15,ponto15,Knodus moenkhausii,47.3,38.6,0.8875
382,15,ponto15,Knodus moenkhausii,28.8,23.9,0.1618
383,15,ponto15,Knodus moenkhausii,30.4,25.1,0.2498
384,15,ponto15,Knodus moenkhausii,34.5,27.9,0.3317
385,15,ponto15,Knodus moenkhausii,32.4,26.4,0.2793
386,15,ponto15,Knodus moenkhausii,29.1,24.1,0.1715
387,15,ponto15,Knodus moenkhausii,29.6,25.4,0.2895
388,25,ponto25,Heptapterus sp.,59.4,51.1,1.0705
389,52,ponto52,Knodus cf. chapadae,66.2,53.8,3.0694
390,52,ponto52,Knodus cf. chapadae,55.9,45.6,2.1286
391,15,ponto15,Poecilia reticulata,23,18.1,0.089
392,15,ponto15,Poecilia reticulata,20.6,16.8,0.0698
393,48,ponto48,Astyanax cf. goyanensis,48.1,39.4,1.3406
394,48,ponto48,Astyanax cf. goyanensis,48.8,40.5,1.4129
395,48,ponto48,Astyanax cf. goyanensis,37.3,29.2,0.6821
396,48,ponto48,Astyanax cf. goyanensis,33.1,26.5,0.385
397,48,ponto48,Astyanax cf. goyanensis,22.7,18.6,0.136
398,48,ponto48,Astyanax cf. goyanensis,19.3,15.9,0.0908
399,29,ponto29,Hypostomus crulsi,71.9,57.3,4.1183
400,29,ponto29,Hypostomus crulsi,80,59.6,5.7058
401,15,ponto15,Hypostomus ancistroides,59,42.3,1.5113
402,41,ponto41,Xiphophorus hellerii,34.8,26.4,0.4816
403,30,ponto30,Heptapterus sp.,76.3,65.4,2.204
404,26,ponto26,Heptapterus sp.,67.1,56.4,1.6852
405,26,ponto26,Heptapterus sp.,63.5,53.7,1.6016
406,52,ponto52,Imparfinis borodini,82.2,71.5,2.6772
407,40,ponto40,Xiphophorus hellerii,55,43.6,2.2811
408,40,ponto40,Xiphophorus hellerii,57.8,47.5,2.3474
409,36,ponto36,Psalidodon gr. fasciatus,37.9,30.1,0.4941
410,36,ponto36,Psalidodon gr. fasciatus,36.6,28.2,0.3476
411,36,ponto36,Psalidodon gr. fasciatus,22.6,19,0.1306
412,35,ponto35,Microlepidogaster longicolla,45.9,36.5,0.6743
413,35,ponto35,Microlepidogaster longicolla,49,40.1,0.7939
414,35,ponto35,Microlepidogaster longicolla,43.6,35.7,0.4887
415,50,ponto50,Corumbataia tocantinensis,47.2,40.2,0.9374
416,50,ponto50,Corumbataia tocantinensis,47.5,38.8,0.9437
417,50,ponto50,Corumbataia tocantinensis,38.9,31.8,0.4705
418,50,ponto50,Corumbataia tocantinensis,40.4,31.9,0.5352
419,50,ponto50,Corumbataia tocantinensis,33.9,27.8,0.3125
420,42,ponto42,Poecilia reticulata,27.7,21.8,0.2615
421,42,ponto42,Poecilia reticulata,31.7,25.8,0.3542
422,42,ponto42,Poecilia reticulata,32.6,25.1,0.428
423,42,ponto42,Poecilia reticulata,31.4,24.7,0.3479
424,42,ponto42,Poecilia reticulata,33.3,26.5,0.4058
425,42,ponto42,Poecilia reticulata,22.8,17.6,0.1312
426,42,ponto42,Poecilia reticulata,30.7,23.9,0.3655
427,42,ponto42,Poecilia reticulata,27.2,21.1,0.235
428,42,ponto42,Poecilia reticulata,20.2,15.4,0.0852
429,42,ponto42,Poecilia reticulata,16.4,13.7,0.054
430,42,ponto42,Poecilia reticulata,23.4,19,0.1509
431,42,ponto42,Poecilia reticulata,21.5,17.8,0.111
432,42,ponto42,Poecilia reticulata,20.5,15.7,0.0898
433,42,ponto42,Poecilia reticulata,19.4,15.5,0.088
434,42,ponto42,Poecilia reticulata,17.3,13.7,0.0684
435,42,ponto42,Poecilia reticulata,22.1,17.3,0.0998
436,42,ponto42,Poecilia reticulata,18,14.2,0.0547
437,36,ponto36,Characidium zebra,24.1,19.4,0.0898
438,36,ponto36,Characidium zebra,25,20.6,0.1153
439,41,ponto41,Psalidodon gr. fasciatus,60.8,50.7,2.7486
440,41,ponto41,Psalidodon gr. fasciatus,27.8,22.3,0.1921
441,41,ponto41,Psalidodon gr. fasciatus,29,23.2,0.2225
442,41,ponto41,Psalidodon gr. fasciatus,29.1,23.6,0.2432
443,29,ponto29,Phalloceros harpagos,22.4,17.4,0.066
444,37,ponto37,Microlepidogaster longicolla,44.5,35.2,0.75
445,30,ponto30,Microlepidogaster longicolla,52.9,42.6,1.1151
446,31,ponto31,Microlepidogaster longicolla,28.9,22.7,0.1176
447,31,ponto31,Microlepidogaster longicolla,28.5,22.1,0.1239
448,27,ponto27,Rhamdia quelen,77.5,62.2,3.3075
449,33,ponto33,Hypostomus ancistroides,44.3,32.7,0.7928
450,33,ponto33,Hypostomus ancistroides,44.7,32.6,0.7414
451,33,ponto33,Hypostomus ancistroides,42.5,32.3,0.7724
452,38,ponto38,Heptapterus sp.,68,56.9,1.9162
453,38,ponto38,Heptapterus sp.,57.4,47.8,1.0578
454,38,ponto38,Heptapterus sp.,66.1,55.2,1.4635
455,38,ponto38,Heptapterus sp.,34.8,28.8,0.2221
456,52,ponto52,Hypostomus cafuringa,45.7,34.2,1.0981
457,38,ponto38,Microlepidogaster longicolla,50.8,42.7,1.0068
458,38,ponto38,Microlepidogaster longicolla,52,42.4,0.9373
459,28,ponto28,Moenkhausia cf. aurantia,49.6,38.1,0.9342
460,28,ponto28,Moenkhausia cf. aurantia,46.1,34.8,0.7648
461,28,ponto28,Moenkhausia cf. aurantia,41.7,33.6,0.6713
462,28,ponto28,Moenkhausia cf. aurantia,47.7,37.8,0.8464
463,28,ponto28,Moenkhausia cf. aurantia,47.9,40.7,1.2209
464,28,ponto28,Moenkhausia cf. aurantia,48,36.7,0.977
465,28,ponto28,Moenkhausia cf. aurantia,40.6,32.3,0.5555
466,28,ponto28,Moenkhausia cf. aurantia,43,34.7,0.7383
467,28,ponto28,Moenkhausia cf. aurantia,41.6,33.1,0.5448
468,28,ponto28,Moenkhausia cf. aurantia,38.7,30.7,0.4402
469,28,ponto28,Moenkhausia cf. aurantia,37.3,29.1,0.4296
470,28,ponto28,Moenkhausia cf. aurantia,35,26.2,0.3051
471,28,ponto28,Moenkhausia cf. aurantia,31.4,25.5,0.2886
472,28,ponto28,Moenkhausia cf. aurantia,36.5,29.6,0.3652
473,28,ponto28,Moenkhausia cf. aurantia,27.1,22.5,0.1754
474,28,ponto28,Moenkhausia cf. aurantia,18.3,14.9,0.067
475,40,ponto40,Psalidodon gr. fasciatus,74.8,63,5.8812
476,40,ponto40,Psalidodon gr. fasciatus,69.7,57.7,3.9617
477,40,ponto40,Psalidodon gr. fasciatus,59.9,49.5,2.608
478,40,ponto40,Psalidodon gr. fasciatus,60,49.2,2.6256
479,40,ponto40,Psalidodon gr. fasciatus,51.2,42.1,1.5672
480,40,ponto40,Psalidodon gr. fasciatus,47.4,38.7,10780
481,40,ponto40,Psalidodon gr. fasciatus,36,29,0.558
482,38,ponto38,Psalidodon gr. fasciatus,97.5,80.3,8.6243
483,38,ponto38,Psalidodon gr. fasciatus,49.9,40,0.9256
484,38,ponto38,Psalidodon gr. fasciatus,57.3,47.8,1.6458
485,38,ponto38,Psalidodon gr. fasciatus,69.1,55.9,2.4868
486,38,ponto38,Psalidodon gr. fasciatus,53.4,43.7,1.3779
487,38,ponto38,Psalidodon gr. fasciatus,49.1,39.4,0.9527
488,49,ponto49,Corumbataia tocantinensis,49.1,39.2,1.1188
489,49,ponto49,Corumbataia tocantinensis,48.9,39.1,1.0081
490,49,ponto49,Corumbataia tocantinensis,47.8,38.3,1.1283
491,49,ponto49,Corumbataia tocantinensis,47.3,38.1,1.0479
492,49,ponto49,Corumbataia tocantinensis,44.4,34.8,0.8196
493,49,ponto49,Corumbataia tocantinensis,22.6,19.1,0.0607
494,49,ponto49,Corumbataia tocantinensis,38.5,30.8,0.4566
495,32,ponto32,Psalidodon gr. fasciatus,37.9,29.4,0.4302
496,32,ponto32,Psalidodon gr. fasciatus,41,32.2,0.5175
497,28,ponto28,Characidium zebra,33,26.9,0.2624
498,30,ponto30,Heptapterus sp.,32.1,27.6,0.1259
499,29,ponto29,Phalloceros harpagos,40.5,32.5,0.6403
500,29,ponto29,Phalloceros harpagos,36.8,29,0.5473
501,29,ponto29,Phalloceros harpagos,20.8,17.5,0.0945
502,29,ponto29,Phalloceros harpagos,22.1,18.3,0.1079
503,36,ponto36,Knodus moenkhausii,31.7,29.3,0.3382
504,36,ponto36,Knodus moenkhausii,36.9,29.5,0.3664
505,36,ponto36,Knodus moenkhausii,31.2,24.4,0.1814
506,36,ponto36,Knodus moenkhausii,28.7,22.1,0.1444
507,36,ponto36,Moenkhausia cf. aurantia,41.9,32.8,0.5152
508,31,ponto31,Characidium gomesi,57,48.1,1.5565
509,31,ponto31,Characidium gomesi,48,39.7,0.8493
510,31,ponto31,Characidium gomesi,51.4,43.8,1.0101
511,36,ponto36,Characidium fasciatum,39.7,33.6,0.4453
512,34,ponto34,Knodus moenkhausii,31.8,26.2,0.2114
513,43,ponto43,Creagrutus sp.,54.5,46.6,1.8607
514,16,ponto16,Microlepidogaster longicolla,37,30.2,0.276
515,16,ponto16,Microlepidogaster longicolla,36.7,29.8,0.2692
516,16,ponto16,Microlepidogaster longicolla,34.8,29.4,0.279
517,15,ponto15,Knodus moenkhausii,41.2,33.6,0.5645
518,15,ponto15,Knodus moenkhausii,39.2,31.7,0.4448
519,15,ponto15,Knodus moenkhausii,39.7,31.6,0.4112
520,15,ponto15,Knodus moenkhausii,25.1,21.3,0.111
521,30,ponto30,Microlepidogaster longicolla,45,38.3,0.5456
522,18,ponto18,Microlepidogaster longicolla,46.8,37.8,0.8511
523,26,ponto26,Microlepidogaster longicolla,49.2,40.4,0.8644
524,26,ponto26,Microlepidogaster longicolla,44.4,36.5,0.5786
525,47,ponto47,Phenacorhamdia somnians,37.3,29.1,0.2391
526,47,ponto47,Phenacorhamdia somnians,37.8,30.4,0.2815
527,47,ponto47,Phenacorhamdia somnians,32,26.5,0.1892
528,39,ponto39,Psalidodon gr. fasciatus,51.5,42.5,1.2298
529,39,ponto39,Psalidodon gr. fasciatus,55.3,45.1,1.6633
530,39,ponto39,Psalidodon gr. fasciatus,53,44.2,1.6289
531,39,ponto39,Poecilia reticulata,31.2,25.6,0.3241
532,39,ponto39,Poecilia reticulata,28.1,22.9,0.2242
533,39,ponto39,Poecilia reticulata,28.7,22.8,0.2149
534,50,ponto50,Characidium fasciatum,37.1,31.4,0.3454
535,50,ponto50,Characidium fasciatum,36.1,30.4,0.3705
536,50,ponto50,Characidium fasciatum,39.5,33,0.5031
537,50,ponto50,Characidium fasciatum,39.1,32.9,0.4179
538,50,ponto50,Characidium fasciatum,33.7,28.3,0.2824
539,50,ponto50,Characidium fasciatum,45.8,38.4,0.734
540,50,ponto50,Characidium fasciatum,37.2,31.5,0.3747
541,50,ponto50,Characidium fasciatum,33.3,27.9,0.2339
542,25,ponto25,Microlepidogaster longicolla,50.4,42.2,1.017
543,25,ponto25,Microlepidogaster longicolla,52.9,43.8,1.0342
544,36,ponto36,Hasemania hanseni,28.5,22.3,0.1482
545,36,ponto36,Hasemania hanseni,26.1,21.7,0.1233
546,36,ponto36,Hasemania hanseni,25.8,21.1,0.1196
547,36,ponto36,Hasemania hanseni,28.5,23.5,0.1658
548,36,ponto36,Hasemania hanseni,26.6,21,0.1317
549,36,ponto36,Hasemania hanseni,24.3,19.7,0.0952
550,36,ponto36,Hasemania hanseni,24.9,20.4,0.1013
551,36,ponto36,Hasemania hanseni,20.6,17.1,0.0643
552,36,ponto36,Hasemania hanseni,26.2,20.9,0.122
553,36,ponto36,Hasemania hanseni,23,18.2,0.078
554,52,ponto52,Characidium fasciatum,45.5,37.6,0.7406
555,52,ponto52,Characidium fasciatum,37.7,31.8,0.3832
556,52,ponto52,Characidium fasciatum,39.5,32.2,0.4887
557,52,ponto52,Characidium fasciatum,36.9,31.3,0.3707
558,52,ponto52,Characidium fasciatum,36.1,30.1,0.3748
559,51,ponto51,Characidium fasciatum,45.4,37.4,0.6741
560,51,ponto51,Characidium fasciatum,41.9,35.3,0.5514
561,51,ponto51,Characidium gomesi,72.8,62.2,3.283
562,51,ponto51,Characidium fasciatum,42.8,34.5,0.6018
563,51,ponto51,Characidium fasciatum,38.8,33.2,0.5104
564,51,ponto51,Characidium fasciatum,45,37.7,0.7255
565,51,ponto51,Characidium fasciatum,37.7,30.4,0.4436
566,51,ponto51,Characidium fasciatum,37.4,32.2,0.3955
567,51,ponto51,Characidium fasciatum,45.5,37.4,0.7172
568,51,ponto51,Characidium fasciatum,39.9,33.2,0.5168
569,51,ponto51,Characidium fasciatum,43.6,36.1,0.6339
570,51,ponto51,Characidium fasciatum,38.9,32.9,0.4375
571,51,ponto51,Characidium fasciatum,39.5,33.1,0.5523
572,51,ponto51,Characidium fasciatum,36.3,31.1,0.3851
573,12,ponto12,Bryconamericus turiuba,44.4,36.5,0.745
574,12,ponto12,Bryconamericus turiuba,46.1,38.4,0.9515
575,12,ponto12,Bryconamericus turiuba,52.7,43.4,1.3795
576,12,ponto12,Bryconamericus turiuba,57.1,48.9,2.3272
577,12,ponto12,Bryconamericus turiuba,37.5,30.3,0.4735
578,12,ponto12,Bryconamericus turiuba,29,24.2,0.1984
579,12,ponto12,Bryconamericus turiuba,36.3,30.3,0.4056
580,12,ponto12,Bryconamericus turiuba,27.8,23,0.1548
581,36,ponto36,Characidium zebra,42.4,36.3,0.5254
582,36,ponto36,Characidium zebra,36.6,30.6,0.3313
583,36,ponto36,Characidium zebra,40.9,34.7,0.5469
584,36,ponto36,Characidium zebra,43.1,36.9,0.6362
585,36,ponto36,Characidium zebra,30.3,26.2,0.1974
586,36,ponto36,Characidium zebra,25.8,21.2,0.1251
587,36,ponto36,Characidium zebra,37.4,30.8,0.3721
588,36,ponto36,Characidium zebra,37.2,32.1,0.4236
589,36,ponto36,Characidium zebra,36.8,30.3,0.3968
590,36,ponto36,Characidium zebra,36.9,31.5,0.3753
591,36,ponto36,Characidium zebra,38,32.4,0.4957
592,36,ponto36,Characidium zebra,32.6,28.5,0.3127
593,36,ponto36,Characidium zebra,30.2,25.4,0.1857
594,36,ponto36,Characidium zebra,23.8,19.9,0.1038
595,36,ponto36,Characidium zebra,27.3,23.3,0.1474
596,36,ponto36,Characidium zebra,23.2,19.2,0.0866
597,36,ponto36,Characidium zebra,25.6,20.9,0.1197
598,36,ponto36,Characidium zebra,24.6,21.2,0.1139
599,36,ponto36,Characidium zebra,23.4,19.4,0.1112
600,36,ponto36,Characidium zebra,25.7,21.2,0.1152
601,36,ponto36,Characidium zebra,21.9,18.4,0.0937
602,36,ponto36,Characidium zebra,26.5,21.9,0.1458
603,36,ponto36,Characidium zebra,23,19.2,0.0993
604,36,ponto36,Characidium zebra,23.1,19.2,0.0894
605,15,ponto15,Poecilia reticulata,32.7,26.1,0.3638
606,15,ponto15,Poecilia reticulata,29,23.2,0.2588
607,15,ponto15,Poecilia reticulata,16.7,13.7,0.0333
608,15,ponto15,Poecilia reticulata,26.4,21.5,0.2168
609,15,ponto15,Poecilia reticulata,31,24.5,0.3337
610,15,ponto15,Poecilia reticulata,27.8,21.4,0.1827
611,15,ponto15,Poecilia reticulata,27,21,0.178
612,15,ponto15,Poecilia reticulata,19.4,15.1,0.0639
613,15,ponto15,Poecilia reticulata,20.2,15.6,0.0667
614,15,ponto15,Poecilia reticulata,19.6,15.1,0.0563
615,15,ponto15,Poecilia reticulata,21.7,17,0.0873
616,15,ponto15,Poecilia reticulata,26.3,20.5,0.1667
617,15,ponto15,Poecilia reticulata,19.5,15,0.0602
618,15,ponto15,Poecilia reticulata,15.5,12.6,0.0374
619,15,ponto15,Poecilia reticulata,15.9,12.6,0.0344
620,15,ponto15,Poecilia reticulata,15.8,13.6,0.0429
621,15,ponto15,Poecilia reticulata,17.1,13.5,0.0428
622,15,ponto15,Poecilia reticulata,16,11.9,0.0326
623,15,ponto15,Poecilia reticulata,13.8,10.6,0.0202
624,5,ponto05,Psalidodon gr. fasciatus,64.9,53.6,3.33601
625,5,ponto05,Psalidodon gr. fasciatus,69.1,56.1,3.8451
626,5,ponto05,Psalidodon gr. fasciatus,39.8,32.4,0.7352
627,5,ponto05,Psalidodon gr. fasciatus,42.4,34.5,0.8527
628,5,ponto05,Characidium gomesi,52.5,44,1.5967
629,5,ponto05,Knodus moenkhausii,36.8,30.3,0.3101
630,5,ponto05,Knodus moenkhausii,44.8,36.5,0.7071
631,5,ponto05,Knodus moenkhausii,36.7,30.2,0.3187
632,5,ponto05,Knodus moenkhausii,36.5,29.3,0.2608
633,5,ponto05,Knodus moenkhausii,35.8,29.6,0.2911
634,5,ponto05,Knodus moenkhausii,34.9,28.9,0.2694
635,5,ponto05,Knodus moenkhausii,36.7,30.6,0.3465
636,5,ponto05,Knodus moenkhausii,32,26.5,0.2098
637,5,ponto05,Rhamdia quelen,99.9,81.9,8.4802
638,5,ponto05,Rhamdia quelen,51.4,41.3,1.0362
639,31,ponto31,Psalidodon gr. fasciatus,40.3,33.1,0.5745
640,31,ponto31,Psalidodon gr. fasciatus,47.7,38.6,0.8251
641,31,ponto31,Psalidodon gr. fasciatus,40.4,32.7,0.5179
642,51,ponto51,Corumbataia tocantinensis,47.4,38.7,1.0038
643,51,ponto51,Corumbataia tocantinensis,38.3,30.6,0.4263
644,48,ponto48,Apareoidon machrisi,43.7,38.4,0.7664
645,24,ponto24,Microlepidogaster longicolla,39.1,32.2,0.4334
646,19,ponto19,Psalidodon gr. fasciatus,35.2,29.3,0.4213
647,19,ponto19,Psalidodon gr. fasciatus,64.3,52.3,2.6025
648,19,ponto19,Psalidodon gr. fasciatus,49.1,40.3,1.2138
649,19,ponto19,Psalidodon gr. fasciatus,46.5,37.4,0.8561
650,19,ponto19,Psalidodon gr. fasciatus,51.2,43.5,1.4101
651,19,ponto19,Psalidodon gr. fasciatus,64.1,52.4,2.2912
652,51,ponto51,Ituglanis goya,75.3,68.5,3.3082
653,28,ponto28,Psalidodon gr. fasciatus,64.1,52.5,2.7644
654,28,ponto28,Psalidodon gr. fasciatus,26.7,21.2,0.2149
655,28,ponto28,Psalidodon gr. fasciatus,46.7,38.1,0.9642
656,28,ponto28,Psalidodon gr. fasciatus,55.3,45.2,1.5925
657,28,ponto28,Psalidodon gr. fasciatus,51.2,42.2,1.1769
658,28,ponto28,Psalidodon gr. fasciatus,47,37.3,0.9726
659,28,ponto28,Psalidodon gr. fasciatus,37.3,29.7,0.4878
660,28,ponto28,Psalidodon gr. fasciatus,25.4,21.4,0.1676
661,28,ponto28,Psalidodon gr. fasciatus,33.2,28,0.3838
662,28,ponto28,Psalidodon gr. fasciatus,63.1,52.4,2.7784
663,28,ponto28,Psalidodon gr. fasciatus,43.6,35.8,0.8596
664,28,ponto28,Psalidodon gr. fasciatus,42.7,35.3,0.8245
665,28,ponto28,Psalidodon gr. fasciatus,37,30.5,0.546
666,28,ponto28,Psalidodon gr. fasciatus,49.1,40.4,1.1595
667,28,ponto28,Psalidodon gr. fasciatus,39.8,32.6,0.6203
668,28,ponto28,Psalidodon gr. fasciatus,38.3,31.1,0.5644
669,28,ponto28,Psalidodon gr. fasciatus,39.1,31.7,0.5866
670,28,ponto28,Psalidodon gr. fasciatus,39.5,32.1,0.5746
671,28,ponto28,Psalidodon gr. fasciatus,69.5,57.6,4.0254
672,51,ponto51,Knodus moenkhausii,70.9,61.8,4.3748
673,51,ponto51,Knodus moenkhausii,38.4,32.7,0.7166
674,51,ponto51,Knodus moenkhausii,69,60.3,4.2247
675,51,ponto51,Knodus moenkhausii,62.5,54.2,3.3344
676,51,ponto51,Knodus moenkhausii,48,41,1.1932
677,41,ponto41,Xiphophorus maculatus,24.2,20.2,0.1543
678,41,ponto41,Xiphophorus maculatus,22.7,17.9,0.1253
679,51,ponto51,Ituglanis goya,64.9,58.4,1.5032
680,46,ponto46,Psalidodon gr. fasciatus,55.1,45.7,1.2739
681,46,ponto46,Psalidodon gr. fasciatus,55.1,45.4,1.2553
682,47,ponto47,Hypostomus cafuringa,59.6,46,2.6068
683,12,ponto12,Neoplecostomus corumba,75.8,63.5,3.7268
684,26,ponto26,Psalidodon gr. fasciatus,29.1,24.3,0.2165
685,26,ponto26,Psalidodon gr. fasciatus,42.9,35.6,0.5198
686,32,ponto32,Characidium gomesi,26.7,22.7,0.145
687,48,ponto48,Characidium fasciatum,32,27.8,0.2448
688,48,ponto48,Characidium fasciatum,36.8,30.8,0.3125
689,48,ponto48,Characidium fasciatum,49.1,41.2,1.0725
690,48,ponto48,Characidium fasciatum,45.2,38.4,0.6456
691,48,ponto48,Characidium fasciatum,44.9,37,0.7352
692,48,ponto48,Characidium fasciatum,36,30.3,0.2816
693,48,ponto48,Characidium fasciatum,46.6,39.3,0.7057
694,48,ponto48,Characidium fasciatum,46.7,39.1,0.7636
695,34,ponto34,Hypostomus ancistroides,69.2,49.9,2.9977
696,34,ponto34,Hypostomus ancistroides,53.8,40,1.3552
697,34,ponto34,Neoplecostomus corumba,83.1,66.6,5.3218
698,34,ponto34,Neoplecostomus corumba,41.4,33.9,0.5354
699,34,ponto34,Phalloceros harpagos,21.3,17.5,0.0975
700,34,ponto34,Planaltina myersi,45.9,38.5,0.6638
701,34,ponto34,Planaltina myersi,54.1,45.8,1.1345
702,34,ponto34,Planaltina myersi,49,40.4,0.7848
703,34,ponto34,Knodus moenkhausii,35.7,29.8,0.3846
704,34,ponto34,Knodus moenkhausii,36.5,30.6,0.511
705,34,ponto34,Knodus moenkhausii,34.2,28,0.3279
706,34,ponto34,Knodus moenkhausii,38.5,31.3,0.4588
707,34,ponto34,Knodus moenkhausii,37.5,30.7,0.4409
708,34,ponto34,Knodus moenkhausii,35.7,29.4,0.3902
709,3,ponto03,Knodus moenkhausii,48.3,39.1,0.8556
710,3,ponto03,Psalidodon gr. fasciatus,48.4,40.7,1.5013
711,3,ponto03,Psalidodon gr. fasciatus,61.9,50.7,2.8578
712,3,ponto03,Psalidodon gr. fasciatus,57.5,47.5,2.4026
713,3,ponto03,Psalidodon gr. fasciatus,47.9,40.6,1.3511
714,3,ponto03,Psalidodon gr. fasciatus,46.8,39.1,1.3646
715,3,ponto03,Psalidodon gr. fasciatus,40.1,33.1,0.8448
716,3,ponto03,Psalidodon gr. fasciatus,35.4,29.1,0.5293
717,3,ponto03,Psalidodon gr. fasciatus,35.4,29.6,0.5951
718,3,ponto03,Psalidodon gr. fasciatus,36.2,29.5,0.5903
719,3,ponto03,Psalidodon gr. fasciatus,35.9,30.2,0.5356
720,3,ponto03,Psalidodon gr. fasciatus,32,27.1,0.467
721,3,ponto03,Psalidodon gr. fasciatus,26.4,23.3,0.2436
