ind,ponto,ponto,especie,ctMm,cpMm,massaG
722,3,ponto03,Knodus moenkhausii,35.7,28.8,0.2914
723,3,ponto03,Knodus moenkhausii,37.8,31.1,0.2949
724,3,ponto03,Knodus moenkhausii,36.2,30.3,0.3386
725,3,ponto03,Knodus moenkhausii,45.9,37.5,0.7623
726,3,ponto03,Knodus moenkhausii,34.7,28.3,0.2573
727,3,ponto03,Knodus moenkhausii,24.2,20.3,0.0984
728,3,ponto03,Knodus moenkhausii,38.4,31.2,0.3589
729,3,ponto03,Knodus moenkhausii,45.3,37,0.7071
730,3,ponto03,Rhamdia quelen,58.6,47.7,1.7294
731,3,ponto03,Rhamdia quelen,45.4,39.3,0.9573
732,3,ponto03,Characidium zebra,36.8,31.6,0.5069
733,16,ponto16,Neoplecostomus corumba,76.9,63.3,4.4076
734,16,ponto16,Hypostomus crulsi,83.9,61.2,6.1821
735,16,ponto16,Hypostomus crulsi,50.1,35.5,1.3272
736,16,ponto16,Psalidodon gr. fasciatus,63.8,53.2,2.5513
737,16,ponto16,Psalidodon gr. fasciatus,61.3,51.6,2.5513
738,16,ponto16,Psalidodon gr. fasciatus,44.9,36,0.9062
739,16,ponto16,Psalidodon gr. fasciatus,41.3,34.4,0.7095
740,16,ponto16,Psalidodon gr. fasciatus,39.2,32.3,0.6766
741,16,ponto16,Psalidodon gr. fasciatus,41.6,35.1,0.7606
742,40,ponto40,Psalidodon gr. fasciatus,59.6,50.5,2.251
743,40,ponto40,Psalidodon gr. fasciatus,45,38.5,0.9192
744,40,ponto40,Psalidodon gr. fasciatus,42.3,36,0.7385
745,40,ponto40,Poecilia reticulata,25.5,20.4,0.1651
746,42,ponto42,Psalidodon gr. fasciatus,51.8,43.1,1.3117
747,42,ponto42,Psalidodon gr. fasciatus,44.7,36.6,0.7128
748,42,ponto42,Psalidodon gr. fasciatus,40.1,33.6,0.5819
749,42,ponto42,Poecilia reticulata,33.6,27.1,0.3568
750,42,ponto42,Poecilia reticulata,30.9,24,0.2644
751,42,ponto42,Poecilia reticulata,22.9,18.8,0.1091
752,42,ponto42,Microlepidogaster longicolla,37.2,30.8,0.2906
753,42,ponto42,Poecilia reticulata,20.7,16.1,0.073
754,41,ponto41,Psalidodon gr. fasciatus,32,25.8,0.228
755,41,ponto41,Psalidodon gr. fasciatus,33.2,28.2,0.2834
756,41,ponto41,Poecilia reticulata,39.4,31.9,0.5325
757,41,ponto41,Poecilia reticulata,28.3,22.8,0.1931
758,41,ponto41,Poecilia reticulata,22.8,19.1,0.1017
759,41,ponto41,Poecilia reticulata,23.8,17.1,0.0812
760,41,ponto41,Poecilia reticulata,22.9,18.2,0.103
761,1,ponto01,Psalidodon gr. fasciatus,77.4,64.5,6.1142
762,1,ponto01,Psalidodon gr. fasciatus,64.6,53.8,3.319
763,1,ponto01,Psalidodon gr. fasciatus,53,44.1,1.6274
764,1,ponto01,Psalidodon gr. fasciatus,39.2,31.9,0.6721
765,1,ponto01,Psalidodon gr. fasciatus,20.2,16.5,0.0861
766,1,ponto01,Psalidodon gr. fasciatus,25.4,21.5,0.1772
767,1,ponto01,Psalidodon gr. fasciatus,20.8,17.8,0.0895
768,1,ponto01,Psalidodon gr. fasciatus,22,18.3,0.0983
769,1,ponto01,Psalidodon gr. fasciatus,20.9,17.5,0.0807
770,40,ponto40,Poecilia reticulata,36.3,29.3,0.5595
771,40,ponto40,Poecilia reticulata,33.5,27.2,0.5266
772,40,ponto40,Poecilia reticulata,38.3,30.9,0.5174
773,40,ponto40,Poecilia reticulata,27.1,21.1,0.213
774,40,ponto40,Poecilia reticulata,38.2,30.3,0.5067
775,40,ponto40,Poecilia reticulata,36.6,29.1,0.5486
776,40,ponto40,Poecilia reticulata,39.5,31.7,0.5805
777,40,ponto40,Poecilia reticulata,28.3,22.6,0.2731
778,40,ponto40,Poecilia reticulata,31.2,25,0.3264
779,40,ponto40,Poecilia reticulata,23.3,18.3,0.1218
780,40,ponto40,Poecilia reticulata,36.2,28.8,0.4953
781,40,ponto40,Poecilia reticulata,27.1,21.7,0.2451
782,40,ponto40,Poecilia reticulata,21.2,17,0.0772
783,40,ponto40,Poecilia reticulata,21.4,17.5,0.116
784,40,ponto40,Poecilia reticulata,23.2,19.3,0.1215
785,40,ponto40,Poecilia reticulata,21.4,17.4,0.1085
786,40,ponto40,Poecilia reticulata,22.2,17.2,0.1077
787,40,ponto40,Poecilia reticulata,23,17.4,0.1051
788,40,ponto40,Poecilia reticulata,24.3,19.8,0.154
789,40,ponto40,Poecilia reticulata,,,0.6192
790,40,ponto40,Poecilia reticulata,,,0.1558
791,38,ponto38,Psalidodon gr. fasciatus,57.1,46.3,2.0108
792,38,ponto38,Psalidodon gr. fasciatus,53.6,43.8,1.8941
793,38,ponto38,Psalidodon gr. fasciatus,51.6,42.4,1.4699
794,38,ponto38,Psalidodon gr. fasciatus,42.3,35.2,0.8708
795,38,ponto38,Psalidodon gr. fasciatus,89.3,72.6,7.3081
796,38,ponto38,Psalidodon gr. fasciatus,41.6,33.4,0.6917
797,38,ponto38,Psalidodon gr. fasciatus,66.3,53.1,2.8311
798,38,ponto38,Psalidodon gr. fasciatus,50.2,41.2,1.2681
799,38,ponto38,Psalidodon gr. fasciatus,58.3,46.7,2.1886
800,38,ponto38,Psalidodon gr. fasciatus,40.2,32.5,0.6786
801,38,ponto38,Psalidodon gr. fasciatus,47,37.9,1.0863
802,38,ponto38,Psalidodon gr. fasciatus,53.7,44.4,1.4533
803,38,ponto38,Psalidodon gr. fasciatus,37.6,30.8,0.564
804,38,ponto38,Psalidodon gr. fasciatus,41.2,34,0.7588
805,38,ponto38,Psalidodon gr. fasciatus,40.6,33.5,0.5959
806,38,ponto38,Psalidodon gr. fasciatus,40.1,32.8,0.6227
807,38,ponto38,Psalidodon gr. fasciatus,33.4,27.1,0.3323
808,38,ponto38,Psalidodon gr. fasciatus,109.4,92.1,18.5363
809,35,ponto35,Psalidodon gr. fasciatus,59.1,48.7,2.0198
810,35,ponto35,Psalidodon gr. fasciatus,51.5,43,1.4399
811,35,ponto35,Psalidodon gr. fasciatus,48.6,40.4,1.1579
812,35,ponto35,Psalidodon gr. fasciatus,47.3,39.1,1.1183
813,35,ponto35,Psalidodon gr. fasciatus,56.3,46.6,1.8108
814,35,ponto35,Psalidodon gr. fasciatus,41.4,34.5,0.8123
815,35,ponto35,Psalidodon gr. fasciatus,41.1,33.8,0.7827
816,35,ponto35,Psalidodon gr. fasciatus,57.7,47.8,2.4377
817,35,ponto35,Psalidodon gr. fasciatus,29.4,24.9,0.2939
818,35,ponto35,Psalidodon gr. fasciatus,32.2,26.3,0.3425
819,35,ponto35,Psalidodon gr. fasciatus,38.4,30.9,0.6341
820,35,ponto35,Psalidodon gr. fasciatus,42.9,34.9,0.8258
821,35,ponto35,Psalidodon gr. fasciatus,45.2,37.1,1.0362
822,35,ponto35,Psalidodon gr. fasciatus,44.3,35.9,0.8626
823,35,ponto35,Psalidodon gr. fasciatus,53.6,45,1.9203
824,35,ponto35,Psalidodon gr. fasciatus,51.3,42.1,1.4844
825,35,ponto35,Psalidodon gr. fasciatus,34.4,28.9,0.4161
826,35,ponto35,Psalidodon gr. fasciatus,45.3,38,0.9039
827,35,ponto35,Psalidodon gr. fasciatus,29.4,24.4,0.2724
828,35,ponto35,Psalidodon gr. fasciatus,46,38.2,1.125
829,35,ponto35,Psalidodon gr. fasciatus,47,38.7,1.2545
830,35,ponto35,Psalidodon gr. fasciatus,33.5,26.8,0.402
831,35,ponto35,Psalidodon gr. fasciatus,48.7,41,1.2911
832,35,ponto35,Psalidodon gr. fasciatus,51.2,42.1,1.6382
833,35,ponto35,Psalidodon gr. fasciatus,44.5,37.3,0.8661
834,35,ponto35,Psalidodon gr. fasciatus,55.3,45.7,1.8422
835,35,ponto35,Psalidodon gr. fasciatus,43.4,36,0.8729
836,35,ponto35,Psalidodon gr. fasciatus,39,32.5,0.725
837,35,ponto35,Psalidodon gr. fasciatus,63.5,53.3,2.4517
838,35,ponto35,Psalidodon gr. fasciatus,48,39.6,1.2424
839,35,ponto35,Psalidodon gr. fasciatus,35,29.8,0.505
840,35,ponto35,Psalidodon gr. fasciatus,44.6,37.8,1.0957
841,35,ponto35,Psalidodon gr. fasciatus,60.9,50.9,2.5341
842,35,ponto35,Psalidodon gr. fasciatus,41,33.6,0.778
843,35,ponto35,Psalidodon gr. fasciatus,49.4,40.6,1.3798
844,35,ponto35,Psalidodon gr. fasciatus,46.7,38.9,1.1808
845,35,ponto35,Psalidodon gr. fasciatus,57.8,48.8,2.3089
846,35,ponto35,Psalidodon gr. fasciatus,47.5,39.9,1.3012
847,35,ponto35,Psalidodon gr. fasciatus,39,31.8,0.6556
848,35,ponto35,Psalidodon gr. fasciatus,50.3,43.4,1.512
849,35,ponto35,Psalidodon gr. fasciatus,31.3,25.8,0.3126
850,35,ponto35,Psalidodon gr. fasciatus,48.9,40.7,1.283
851,35,ponto35,Psalidodon gr. fasciatus,39.5,32,0.6508
852,35,ponto35,Psalidodon gr. fasciatus,37.1,32.7,0.6718
853,35,ponto35,Psalidodon gr. fasciatus,45.6,37.8,0.9818
854,35,ponto35,Psalidodon gr. fasciatus,35.1,29.3,0.4905
855,35,ponto35,Psalidodon gr. fasciatus,43.4,35.5,0.7899
856,35,ponto35,Psalidodon gr. fasciatus,76.6,62.9,4.9314
857,35,ponto35,Psalidodon gr. fasciatus,44.4,36.3,0.9231
858,35,ponto35,Psalidodon gr. fasciatus,45.3,38.5,1.1971
859,35,ponto35,Psalidodon gr. fasciatus,33.8,28,0.4285
860,35,ponto35,Psalidodon gr. fasciatus,35.6,30,0.4918
861,35,ponto35,Psalidodon gr. fasciatus,36.8,30.4,0.5097
862,35,ponto35,Psalidodon gr. fasciatus,30.4,25.4,0.2937
863,51,ponto51,Hypostomus cafuringa,81.7,61.9,7.2181
864,51,ponto51,Hypostomus cafuringa,93.2,70.3,10.6268
865,51,ponto51,Hypostomus cafuringa,93.9,71.8,10.512
866,51,ponto51,Hypostomus cafuringa,94,73.2,13.0542
867,11,ponto11,Hasemania hanseni,36.1,29.9,0.3792
868,11,ponto11,Hasemania hanseni,35.4,29,0.3254
869,11,ponto11,Moenkhausia cf. aurantia,47.1,38.2,1.0651
870,11,ponto11,Moenkhausia cf. aurantia,47.1,37.8,0.9761
871,11,ponto11,Moenkhausia cf. aurantia,48.6,39.8,1.113
872,11,ponto11,Bryconamericus turiuba,45.9,37.8,0.8688
873,11,ponto11,Rhamdia quelen,118.4,96.7,14.112
874,11,ponto11,Rhamdia quelen,176,147.79,40.6466
875,11,ponto11,Phalloceros harpagos,26.4,21.5,0.182
876,11,ponto11,Phalloceros harpagos,33.8,26.9,0.4563
877,11,ponto11,Phalloceros harpagos,27.2,22.2,0.2116
878,11,ponto11,Phalloceros harpagos,33.1,25.4,0.3752
879,11,ponto11,Phalloceros harpagos,33.4,26.8,0.4095
880,11,ponto11,Phalloceros harpagos,34.9,28.5,0.4552
881,11,ponto11,Phalloceros harpagos,33,26.6,0.3949
882,11,ponto11,Psalidodon gr. fasciatus,71.9,57.8,4.1621
883,11,ponto11,Psalidodon gr. fasciatus,42,34.3,0.7036
884,11,ponto11,Psalidodon gr. fasciatus,45.2,36.6,0.9843
885,11,ponto11,Psalidodon gr. fasciatus,55.9,46.2,1.6746
886,Rio,pontoRio,Ancistrus aguaboensis,51.4,38.4,1.4782
887,Rio,pontoRio,Hypostomus sp.,118.7,87.8,22.4273
888,Rio,pontoRio,Microplecostomus foresti,43.3,34.9,1.2388
889,Rio,pontoRio,Microplecostomus foresti,40.2,32.2,0.8524
890,Rio,pontoRio,Microplecostomus foresti,43.7,35.3,1.2393
891,Rio,pontoRio,Microplecostomus foresti,35.4,29.3,0.6279
892,Rio,pontoRio,Microplecostomus foresti,47.5,38.5,1.2563
893,Rio,pontoRio,Microplecostomus foresti,50.9,42,1.5504
894,Rio,pontoRio,Microplecostomus foresti,47,36.8,1.1363
895,Rio,pontoRio,Microplecostomus foresti,36.1,28.8,0.6433
896,Rio,pontoRio,Microplecostomus foresti,37.4,30.3,0.6739
897,Rio,pontoRio,Microplecostomus foresti,36.9,29,0.6312
898,Rio,pontoRio,Microplecostomus foresti,37.4,30.3,0.684
899,YFFS,pontoYFFS,Pimelodella avanhandavae,62.3,49.9,1.658
900,33,ponto33,Psalidodon gr. fasciatus,62.4,50.8,2.1203
901,33,ponto33,Knodus moenkhausii,32.1,26.3,0.1783
902,33,ponto33,Knodus moenkhausii,30.2,24.8,0.1797
903,33,ponto33,Knodus moenkhausii,31.9,26.4,0.1895
904,33,ponto33,Knodus moenkhausii,32.7,28.1,1.2576
905,33,ponto33,Knodus moenkhausii,28.6,23.6,0.1366
906,33,ponto33,Knodus moenkhausii,26.3,21.9,0.1106
907,12,ponto12,Hypostomus nigromaculatus,86.3,67.5,7.0809
908,12,ponto12,Hypostomus crulsi,108.2,82.5,12.1681
909,12,ponto12,Psalidodon gr. fasciatus,48.3,39.8,1.2573
910,12,ponto12,Psalidodon gr. fasciatus,47.2,38.2,1.2687
911,12,ponto12,Psalidodon gr. fasciatus,72.7,59.4,4.9515
912,12,ponto12,Planaltina myersi,58.4,48.1,1.4726
913,12,ponto12,Knodus moenkhausii,25.5,20.5,0.1249
914,12,ponto12,Knodus moenkhausii,27.9,23,0.1646
915,12,ponto12,Knodus moenkhausii,32.3,26.4,0.2366
916,12,ponto12,Neoplecostomus corumba,34.8,27.9,0.2166
917,12,ponto12,Neoplecostomus corumba,43.4,33.7,0.5486
918,12,ponto12,Hypostomus nigromaculatus,22.5,16,0.1093
919,12,ponto12,Hypostomus nigromaculatus,27.2,20.1,0.1903
920,12,ponto12,Hypostomus nigromaculatus,28.6,20.2,0.2233
921,12,ponto12,Hypostomus nigromaculatus,26.8,21.4,0.212
922,12,ponto12,Hypostomus nigromaculatus,22.3,17.2,0.1143
923,12,ponto12,Hypostomus nigromaculatus,24.9,21.4,0.2145
924,51,ponto51,Apareoidon machrisi,41.9,36.1,0.7734
925,51,ponto51,Apareoidon machrisi,49,41.6,1.1003
926,51,ponto51,Apareoidon machrisi,46.4,40.2,1.0138
927,51,ponto51,Apareoidon machrisi,51,43.1,1.3436
928,51,ponto51,Apareoidon machrisi,59.3,52.2,2.1621
929,51,ponto51,Apareoidon machrisi,40.5,35.8,0.6717
930,26,ponto26,Psalidodon gr. fasciatus,34.8,28.7,0.4462
931,26,ponto26,Psalidodon gr. fasciatus,52.2,43.2,1.3185
932,26,ponto26,Psalidodon gr. fasciatus,37.4,31,0.4357
933,26,ponto26,Psalidodon gr. fasciatus,32.4,27.6,0.3874
934,26,ponto26,Psalidodon gr. fasciatus,33.4,28.2,0.3955
935,26,ponto26,Psalidodon gr. fasciatus,54.6,46.1,1.9096
936,26,ponto26,Psalidodon gr. fasciatus,27.3,26.4,0.2384
937,26,ponto26,Psalidodon gr. fasciatus,72.6,59.3,3.6566
938,26,ponto26,Psalidodon gr. fasciatus,63.6,52.1,2.4929
939,26,ponto26,Psalidodon gr. fasciatus,71,58.5,3.3884
940,15,ponto15,Hypostomus ancistroides,36,26.9,0.3499
941,15,ponto15,Hypostomus ancistroides,50.1,36.4,0.984
942,15,ponto15,Hypostomus ancistroides,47.6,37.8,0.9702
943,15,ponto15,Hypostomus ancistroides,62.8,46.4,2.038
944,15,ponto15,Hypostomus ancistroides,55.2,41.5,1.3337
945,48,ponto48,Characidium fasciatum,47.1,38.9,0.985
946,48,ponto48,Characidium fasciatum,46.1,37.8,0.8683
947,48,ponto48,Characidium fasciatum,46.6,38.2,0.9846
948,48,ponto48,Characidium fasciatum,46.9,38.6,0.9897
949,48,ponto48,Characidium fasciatum,46.5,38.5,0.8077
950,48,ponto48,Characidium fasciatum,46,38.1,0.905
951,48,ponto48,Characidium fasciatum,48.8,40.4,1.2305
952,48,ponto48,Characidium fasciatum,40.9,33.7,0.5163
953,48,ponto48,Characidium fasciatum,42,34.7,0.625
954,48,ponto48,Characidium fasciatum,42.4,37.4,0.8189
955,48,ponto48,Characidium fasciatum,47.6,39.4,1.0711
956,48,ponto48,Characidium fasciatum,46.9,38.5,0.899
957,48,ponto48,Characidium fasciatum,43.2,35.7,0.575
958,48,ponto48,Characidium fasciatum,39.7,32.8,0.6125
959,48,ponto48,Characidium fasciatum,48.3,39.9,1.0138
960,48,ponto48,Characidium fasciatum,45.3,38.2,0.8756
961,48,ponto48,Characidium fasciatum,46.2,38.2,0.7681
962,48,ponto48,Characidium fasciatum,48.3,40.1,1.0277
963,48,ponto48,Characidium fasciatum,45.8,38.8,1.0395
964,48,ponto48,Characidium fasciatum,46.8,37.9,0.7417
965,48,ponto48,Characidium fasciatum,45.2,37.9,0.9131
966,48,ponto48,Characidium fasciatum,40.1,33.2,0.5705
967,48,ponto48,Characidium fasciatum,47.4,39.8,0.9415
968,48,ponto48,Characidium fasciatum,44.2,36.8,0.8284
969,48,ponto48,Characidium fasciatum,43.1,36.1,0.7602
970,17,ponto17,Psalidodon gr. fasciatus,57.7,46.4,1.6782
971,17,ponto17,Psalidodon gr. fasciatus,42.6,35,0.6137
972,17,ponto17,Psalidodon gr. fasciatus,27.7,22.9,0.2589
973,17,ponto17,Psalidodon gr. fasciatus,47.8,40.2,1.0763
974,17,ponto17,Psalidodon gr. fasciatus,27.4,23.9,0.223
975,17,ponto17,Psalidodon gr. fasciatus,46.7,37.7,0.804
976,17,ponto17,Psalidodon gr. fasciatus,25.6,21.3,0.1725
977,17,ponto17,Psalidodon gr. fasciatus,64.3,52.2,2.3186
978,17,ponto17,Psalidodon gr. fasciatus,76.4,62.6,4.515
979,17,ponto17,Psalidodon gr. fasciatus,63.3,54.1,2.8269
980,17,ponto17,Psalidodon gr. fasciatus,77.2,63.8,5.5043
981,8,ponto08,Psalidodon gr. fasciatus,57.5,46.8,1.9246
982,8,ponto08,Psalidodon gr. fasciatus,34.1,27.6,0.4183
983,8,ponto08,Psalidodon gr. fasciatus,37.2,30.5,0.5303
984,8,ponto08,Psalidodon gr. fasciatus,49.3,39.6,1.3319
985,8,ponto08,Psalidodon gr. fasciatus,46.9,38.1,1.1079
986,8,ponto08,Psalidodon gr. fasciatus,55.9,45.7,1.7775
987,8,ponto08,Psalidodon gr. fasciatus,41.2,33.7,0.7846
988,8,ponto08,Psalidodon gr. fasciatus,22.7,20.3,0.1821
989,8,ponto08,Psalidodon gr. fasciatus,23.6,19.8,0.152
990,8,ponto08,Psalidodon gr. fasciatus,32,26.2,0.335
991,8,ponto08,Psalidodon gr. fasciatus,27.5,22.9,0.1959
992,8,ponto08,Psalidodon gr. fasciatus,69.1,57.6,4.2683
993,8,ponto08,Psalidodon gr. fasciatus,23.2,19.8,0.1467
994,8,ponto08,Psalidodon gr. fasciatus,19.2,15.7,0.0741
995,8,ponto08,Psalidodon gr. fasciatus,21.6,18.9,0.1162
996,8,ponto08,Psalidodon gr. fasciatus,72.5,59.7,4.2635
997,8,ponto08,Psalidodon gr. fasciatus,69.6,56.8,3.3831
998,8,ponto08,Psalidodon gr. fasciatus,64.1,52.3,2.8932
999,8,ponto08,Psalidodon gr. fasciatus,19.7,16.1,0.077
1000,8,ponto08,Psalidodon gr. fasciatus,17.9,15.4,0.0602
1001,8,ponto08,Psalidodon gr. fasciatus,89.5,76.2,9.8174
1002,13,ponto13,Psalidodon gr. fasciatus,33.4,27.7,0.3672
1003,13,ponto13,Psalidodon gr. fasciatus,45.9,38.1,0.8566
1004,13,ponto13,Psalidodon gr. fasciatus,87.6,71.9,7.7473
1005,13,ponto13,Psalidodon gr. fasciatus,28.4,23.5,0.2327
1006,13,ponto13,Psalidodon gr. fasciatus,36.7,30.7,0.5001
1007,13,ponto13,Psalidodon gr. fasciatus,33.7,28.2,0.3943
1008,13,ponto13,Psalidodon gr. fasciatus,55.4,46.1,2.0036
1009,13,ponto13,Psalidodon gr. fasciatus,56.8,46.4,1.859
1010,13,ponto13,Psalidodon gr. fasciatus,30.2,25.2,0.2946
1011,13,ponto13,Psalidodon gr. fasciatus,33,27,0.3329
1012,13,ponto13,Psalidodon gr. fasciatus,25,20.3,0.1423
1013,13,ponto13,Psalidodon gr. fasciatus,30.3,25.5,0.2804
1014,13,ponto13,Psalidodon gr. fasciatus,89.4,74.4,9.5552
1015,13,ponto13,Psalidodon gr. fasciatus,84.2,72.7,7.6123
1016,13,ponto13,Psalidodon gr. fasciatus,72.7,60.2,4.7119
1017,13,ponto13,Psalidodon gr. fasciatus,19.2,15.9,0.0775
1018,20,ponto20,Psalidodon gr. fasciatus,31.5,26.2,0.342
1019,20,ponto20,Psalidodon gr. fasciatus,68.7,57.7,4.6483
1020,20,ponto20,Psalidodon gr. fasciatus,42.6,35.4,0.7915
1021,20,ponto20,Psalidodon gr. fasciatus,62.8,53.5,3.4937
1022,20,ponto20,Psalidodon gr. fasciatus,44.1,36.4,0.8907
1023,20,ponto20,Psalidodon gr. fasciatus,36,29.9,0.4932
1024,20,ponto20,Psalidodon gr. fasciatus,30.4,25.8,0.3071
1025,20,ponto20,Psalidodon gr. fasciatus,41,33.3,0.6607
1026,20,ponto20,Psalidodon gr. fasciatus,67.4,55.5,3.4686
1027,20,ponto20,Psalidodon gr. fasciatus,35.2,29.1,0.4883
1028,20,ponto20,Psalidodon gr. fasciatus,45.8,37,1.0395
1029,20,ponto20,Psalidodon gr. fasciatus,52.1,43.9,1.544
1030,20,ponto20,Psalidodon gr. fasciatus,73.3,61,5.1695
1031,20,ponto20,Psalidodon gr. fasciatus,41.7,34.5,0.7584
1032,20,ponto20,Psalidodon gr. fasciatus,61.8,50.3,2.4158
1033,20,ponto20,Psalidodon gr. fasciatus,26.6,21.8,0.1894
1034,20,ponto20,Psalidodon gr. fasciatus,70.9,61.2,4.518
1035,20,ponto20,Psalidodon gr. fasciatus,69.8,60.1,4.5301
1036,20,ponto20,Psalidodon gr. fasciatus,47.8,39.9,1.2641
1037,20,ponto20,Psalidodon gr. fasciatus,26.6,22.3,0.2136
1038,14,ponto14,Psalidodon gr. fasciatus,56.9,47.7,2.4081
1039,14,ponto14,Psalidodon gr. fasciatus,47,39.2,1.119
1040,14,ponto14,Psalidodon gr. fasciatus,70.5,59.8,4.3461
1041,14,ponto14,Psalidodon gr. fasciatus,50.8,41.9,1.5858
1042,14,ponto14,Psalidodon gr. fasciatus,52.4,44.2,1.9352
1043,14,ponto14,Psalidodon gr. fasciatus,55.9,48.5,2.003
1044,14,ponto14,Psalidodon gr. fasciatus,70.1,59.8,4.9471
1045,14,ponto14,Psalidodon gr. fasciatus,54.9,46.4,2.118
1046,14,ponto14,Psalidodon gr. fasciatus,60,50.3,2.9146
1047,14,ponto14,Psalidodon gr. fasciatus,45.4,38.3,1.1673
1048,14,ponto14,Psalidodon gr. fasciatus,41,35.2,0.8408
1049,14,ponto14,Psalidodon gr. fasciatus,74.2,63.7,5.6826
1050,14,ponto14,Psalidodon gr. fasciatus,59.5,50.1,2.5419
1051,14,ponto14,Psalidodon gr. fasciatus,51.6,43.8,1.8028
1052,14,ponto14,Psalidodon gr. fasciatus,59.7,50.3,2.8033
1053,14,ponto14,Psalidodon gr. fasciatus,77.5,65.2,6.6386
1054,14,ponto14,Psalidodon gr. fasciatus,66.1,56,3.3603
1055,14,ponto14,Psalidodon gr. fasciatus,56.9,46.2,1.8088
1056,14,ponto14,Psalidodon gr. fasciatus,78.3,65.1,7.2522
1057,42,ponto42,Psalidodon gr. fasciatus,50.7,41.9,1.3419
1058,42,ponto42,Psalidodon gr. fasciatus,42.8,35.5,0.8443
1059,42,ponto42,Psalidodon gr. fasciatus,52.1,43.2,1.5664
1060,42,ponto42,Psalidodon gr. fasciatus,43,35.5,0.8826
1061,42,ponto42,Psalidodon gr. fasciatus,51.4,42.6,1.6215
1062,42,ponto42,Psalidodon gr. fasciatus,43,36.4,0.971
1063,42,ponto42,Psalidodon gr. fasciatus,51.7,43,1.5765
1064,42,ponto42,Psalidodon gr. fasciatus,55.2,46.3,2.1472
1065,42,ponto42,Psalidodon gr. fasciatus,63.6,53.6,3.0948
1066,42,ponto42,Psalidodon gr. fasciatus,52.3,43.1,1.5752
1067,42,ponto42,Psalidodon gr. fasciatus,51.4,42.2,1.4022
